usuario_edad,usuario_genero,pelicula_duracion,pelicula_genero,temporada_visita,años_desde_estreno,veces_vista_pelicula,dispositivo_usuario,idioma_preferido,duracion_vista_real,popularidad_streaming,rating_promedio_usuario
61,Masculino,155,Acción,Primavera,8,2574,Móvil,Inglés,94,1574,1.46
45,Femenino,149,Comedia,Primavera,6,1029,Smart TV,Español,140,2148,1.18
47,Femenino,110,Comedia,Primavera,2,8058,Computadora,Español,67,7293,1.16
46,Femenino,177,Comedia,Primavera,0,8608,Smart TV,Español,82,7457,4.42
63,Femenino,120,Acción,Primavera,3,1602,Computadora,Inglés,42,8509,3.81
23,Masculino,174,Comedia,Primavera,8,520,Móvil,Inglés,63,5777,2.9
52,Masculino,140,Comedia,Primavera,11,5930,Móvil,Inglés,127,4854,1.39
58,Femenino,147,Drama,Verano,6,4458,Móvil,Español,96,3491,2.97
54,Femenino,98,Drama,Primavera,4,1549,Computadora,Inglés,86,4124,2.89
41,Masculino,152,Acción,Primavera,12,5911,Smart TV,Español,128,6691,1.69
46,Femenino,88,Drama,Verano,10,8719,Móvil,Español,35,4051,2.74
63,Masculino,135,Drama,Verano,5,7971,Computadora,Español,55,1004,2.59
48,Femenino,110,Comedia,Primavera,0,8688,Smart TV,Español,99,6222,3.46
52,Femenino,114,Comedia,Primavera,6,9087,Computadora,Español,99,6315,3.54
50,Masculino,84,Drama,Primavera,11,206,Computadora,Español,50,5869,1.18
38,Masculino,72,Drama,Primavera,4,4149,Móvil,Español,26,1876,2.5
49,Masculino,80,Drama,Verano,6,8389,Computadora,Español,24,8027,3.5
40,Masculino,122,Acción,Primavera,4,2003,Computadora,Inglés,64,5142,3.01
50,Femenino,115,Acción,Primavera,4,7749,Smart TV,Inglés,35,7966,4.43
20,Masculino,99,Acción,Primavera,2,3670,Móvil,Español,47,8079,3.63
35,Femenino,126,Drama,Primavera,4,5476,Computadora,Inglés,80,8987,1.65
42,Masculino,173,Drama,Verano,7,142,Computadora,Inglés,68,7799,1.28
59,Masculino,87,Acción,Verano,7,6485,Smart TV,Inglés,33,5465,3.57
48,Femenino,120,Acción,Primavera,1,1677,Computadora,Español,122,1635,1.11
20,Masculino,117,Drama,Primavera,10,6165,Computadora,Inglés,89,2693,3.34
57,Masculino,135,Comedia,Verano,0,5985,Computadora,Español,141,5752,4.76
63,Masculino,165,Acción,Primavera,1,8676,Computadora,Inglés,95,9311,3.3
41,Masculino,77,Drama,Primavera,10,3677,Computadora,Inglés,64,1830,2.55
49,Femenino,91,Drama,Primavera,6,3338,Smart TV,Inglés,42,6177,3.57
64,Femenino,75,Comedia,Primavera,2,5344,Computadora,Español,59,9932,2.83
39,Masculino,145,Drama,Verano,7,9988,Computadora,Español,58,9308,3.18
40,Masculino,126,Drama,Primavera,3,2234,Computadora,Español,38,6949,4.77
19,Masculino,173,Acción,Verano,9,3992,Computadora,Español,180,3838,2.54
44,Femenino,105,Acción,Verano,9,4421,Móvil,Español,78,2150,4.84
59,Femenino,148,Comedia,Primavera,7,5876,Móvil,Español,154,8560,4.62
19,Femenino,161,Comedia,Primavera,1,5928,Móvil,Español,91,2931,1.78
43,Femenino,126,Drama,Primavera,12,3915,Móvil,Español,70,2664,1.28
34,Masculino,118,Acción,Primavera,4,395,Smart TV,Español,73,2081,1.4
57,Masculino,114,Comedia,Verano,5,513,Móvil,Inglés,98,1512,1.07
50,Masculino,151,Comedia,Primavera,0,6056,Smart TV,Inglés,113,8805,1.38
26,Femenino,135,Comedia,Verano,0,6378,Móvil,Español,140,6237,3.73
60,Masculino,146,Drama,Primavera,8,6768,Smart TV,Inglés,46,1559,1.28
56,Femenino,114,Acción,Primavera,4,8295,Móvil,Inglés,98,4672,2.28
46,Femenino,148,Comedia,Primavera,3,277,Computadora,Español,83,8404,4.38
59,Masculino,89,Acción,Primavera,0,9037,Móvil,Español,39,4343,1.09
43,Masculino,133,Comedia,Primavera,2,4454,Móvil,Inglés,94,5070,4.26
52,Masculino,162,Comedia,Primavera,12,8943,Móvil,Español,114,1580,2.13
42,Femenino,175,Acción,Primavera,3,6014,Computadora,Inglés,71,8004,1.47
41,Femenino,162,Acción,Primavera,10,5582,Smart TV,Español,74,9130,3.79
30,Masculino,136,Acción,Primavera,10,3371,Smart TV,Inglés,85,4147,3.52
24,Masculino,152,Drama,Verano,4,6787,Computadora,Español,95,5249,4.51
53,Femenino,72,Comedia,Primavera,9,5492,Móvil,Inglés,39,2679,3.94
62,Masculino,123,Drama,Primavera,11,389,Móvil,Inglés,51,4506,4.21
37,Femenino,147,Acción,Primavera,4,9094,Móvil,Inglés,44,8253,2.13
18,Femenino,133,Comedia,Primavera,9,8525,Smart TV,Inglés,143,3744,1.71
25,Masculino,109,Drama,Verano,7,507,Smart TV,Español,114,6188,4.0
63,Masculino,128,Comedia,Primavera,12,793,Computadora,Inglés,87,3141,4.23
33,Masculino,124,Drama,Primavera,12,1269,Computadora,Español,135,7617,4.96
31,Masculino,131,Acción,Verano,2,8723,Smart TV,Inglés,109,3479,2.65
29,Femenino,73,Drama,Primavera,6,7882,Móvil,Español,25,7484,2.49
40,Femenino,129,Comedia,Primavera,12,9274,Móvil,Inglés,50,8421,4.11
32,Femenino,144,Comedia,Primavera,5,3144,Móvil,Español,148,5452,2.36
45,Masculino,164,Comedia,Verano,9,5630,Móvil,Inglés,131,6881,4.72
51,Femenino,176,Comedia,Primavera,10,5092,Computadora,Inglés,171,7665,4.43
19,Masculino,165,Acción,Primavera,9,4024,Computadora,Español,168,3849,2.72
49,Masculino,160,Drama,Primavera,9,7070,Smart TV,Inglés,105,8390,4.0
40,Masculino,99,Acción,Primavera,10,3412,Computadora,Inglés,33,7905,4.02
39,Masculino,176,Acción,Verano,5,4418,Móvil,Inglés,79,3489,1.41
42,Masculino,71,Acción,Primavera,9,1788,Smart TV,Inglés,25,5611,4.61
39,Masculino,131,Comedia,Primavera,8,567,Computadora,Español,59,3839,3.02
39,Femenino,118,Comedia,Verano,6,9637,Computadora,Inglés,74,9527,4.31
59,Masculino,78,Comedia,Primavera,12,2522,Computadora,Español,30,6878,2.28
23,Femenino,161,Drama,Primavera,10,7379,Computadora,Español,69,7303,4.58
32,Femenino,100,Comedia,Primavera,6,4607,Computadora,Español,65,1851,2.56
60,Masculino,167,Drama,Primavera,10,4821,Móvil,Español,95,2687,1.04
54,Masculino,130,Comedia,Primavera,0,5471,Móvil,Inglés,87,7833,4.62
50,Masculino,148,Comedia,Primavera,0,9303,Móvil,Inglés,95,3427,1.37
25,Femenino,117,Acción,Verano,8,7641,Computadora,Español,95,5000,2.28
61,Masculino,94,Acción,Primavera,8,9969,Smart TV,Inglés,98,6052,4.8
61,Femenino,105,Acción,Primavera,11,1586,Móvil,Inglés,40,3738,4.8
22,Masculino,77,Drama,Verano,10,9708,Móvil,Español,29,6732,3.29
56,Masculino,142,Drama,Primavera,9,9649,Computadora,Español,139,6387,3.53
21,Femenino,127,Comedia,Primavera,2,9683,Smart TV,Español,89,9002,2.79
23,Femenino,170,Drama,Verano,10,9870,Móvil,Inglés,155,6536,2.17
62,Masculino,114,Comedia,Verano,10,3849,Móvil,Español,53,4913,2.31
49,Femenino,131,Drama,Verano,7,8159,Smart TV,Español,126,2066,3.69
47,Femenino,108,Drama,Verano,8,2603,Computadora,Inglés,112,8723,4.01
64,Femenino,165,Drama,Primavera,0,7955,Smart TV,Inglés,133,5380,4.17
52,Femenino,127,Acción,Primavera,11,7155,Computadora,Inglés,48,5107,4.16
57,Femenino,150,Drama,Primavera,2,499,Móvil,Inglés,152,6726,1.36
33,Masculino,168,Acción,Verano,12,4482,Smart TV,Inglés,156,4373,2.98
30,Masculino,170,Acción,Primavera,5,1639,Smart TV,Inglés,153,9945,1.23
59,Femenino,152,Drama,Primavera,3,8528,Móvil,Inglés,50,3082,3.2
47,Masculino,133,Comedia,Primavera,7,7285,Móvil,Inglés,124,9967,2.77
36,Masculino,113,Comedia,Primavera,8,5010,Computadora,Español,46,7748,4.55
34,Femenino,98,Comedia,Primavera,6,9219,Móvil,Inglés,46,1417,2.4
36,Masculino,128,Drama,Primavera,10,4609,Móvil,Español,97,9306,1.47
45,Femenino,140,Comedia,Primavera,0,6151,Smart TV,Inglés,71,9808,1.57
43,Femenino,161,Acción,Primavera,1,6252,Computadora,Inglés,133,4974,4.05
54,Masculino,78,Comedia,Primavera,0,8711,Móvil,Español,61,4267,3.47
43,Femenino,161,Drama,Primavera,8,4224,Smart TV,Inglés,62,1825,1.4
40,Femenino,75,Comedia,Verano,3,2495,Móvil,Español,61,8668,1.34
26,Femenino,98,Acción,Primavera,9,8952,Móvil,Inglés,101,6745,3.8
29,Femenino,127,Drama,Verano,7,4050,Móvil,Español,54,1412,1.29
18,Femenino,86,Comedia,Primavera,4,549,Móvil,Español,66,8543,4.29
18,Masculino,85,Drama,Primavera,4,479,Computadora,Inglés,48,8587,3.82
64,Masculino,156,Drama,Primavera,4,9542,Smart TV,Español,104,1728,1.33
51,Femenino,164,Drama,Primavera,10,7385,Smart TV,Español,86,8164,1.34
49,Femenino,72,Comedia,Verano,4,2401,Móvil,Inglés,41,9867,4.95
42,Masculino,90,Drama,Primavera,2,7810,Smart TV,Inglés,29,6988,2.5
57,Femenino,133,Comedia,Primavera,5,5892,Móvil,Español,144,3504,2.48
62,Masculino,159,Acción,Primavera,0,9018,Smart TV,Inglés,127,3967,4.25
18,Femenino,105,Comedia,Primavera,7,9759,Computadora,Español,73,3786,4.79
33,Femenino,175,Acción,Verano,12,7316,Computadora,Español,106,2122,4.94
56,Femenino,170,Comedia,Primavera,3,5005,Smart TV,Español,124,5079,4.01
22,Femenino,155,Drama,Primavera,5,6099,Móvil,Inglés,93,2571,2.51
39,Femenino,131,Comedia,Verano,1,8707,Móvil,Inglés,77,6073,1.33
46,Femenino,111,Drama,Primavera,1,7222,Móvil,Español,74,6104,4.11
20,Femenino,145,Acción,Primavera,7,699,Móvil,Español,75,3143,3.23
29,Masculino,111,Comedia,Primavera,0,7388,Computadora,Español,49,7806,2.7
43,Masculino,130,Drama,Primavera,7,8021,Móvil,Inglés,96,8357,4.63
33,Masculino,82,Acción,Primavera,9,1667,Móvil,Español,79,4440,1.44
54,Femenino,80,Acción,Primavera,9,1194,Móvil,Inglés,33,4766,2.97
39,Femenino,123,Comedia,Primavera,0,9739,Móvil,Español,40,6644,1.05
46,Femenino,85,Acción,Verano,8,9784,Computadora,Español,42,3914,2.87
31,Femenino,77,Drama,Verano,0,6291,Smart TV,Español,83,5968,1.23
45,Femenino,173,Acción,Primavera,3,1558,Smart TV,Español,166,6917,1.48
22,Femenino,128,Acción,Primavera,8,9500,Móvil,Inglés,99,9787,1.47
64,Femenino,126,Drama,Primavera,0,8146,Móvil,Inglés,131,1728,3.6
47,Masculino,109,Acción,Primavera,8,5034,Smart TV,Inglés,71,2365,3.98
63,Femenino,178,Acción,Primavera,7,1454,Computadora,Inglés,193,5492,3.33
22,Masculino,128,Acción,Primavera,4,6573,Computadora,Inglés,68,1698,4.85
29,Masculino,71,Acción,Primavera,5,8504,Computadora,Español,34,8186,2.5
33,Femenino,163,Drama,Primavera,4,3994,Computadora,Inglés,132,1395,2.14
43,Femenino,163,Acción,Verano,3,8132,Computadora,Inglés,98,8400,4.47
43,Masculino,145,Drama,Verano,11,3063,Computadora,Inglés,116,9082,1.89
38,Masculino,79,Acción,Primavera,9,3142,Computadora,Inglés,42,5171,4.85
56,Femenino,113,Acción,Verano,12,7073,Computadora,Español,89,5360,1.05
53,Femenino,80,Acción,Primavera,11,7239,Computadora,Español,41,3502,4.88
50,Masculino,148,Acción,Primavera,3,7030,Móvil,Español,50,1717,1.17
47,Femenino,149,Drama,Verano,9,1832,Computadora,Inglés,153,3782,4.56
54,Femenino,150,Drama,Primavera,7,7970,Móvil,Español,150,5946,3.11
40,Femenino,159,Drama,Primavera,7,5440,Smart TV,Español,171,6486,4.97
27,Masculino,71,Comedia,Verano,8,5211,Móvil,Inglés,61,9335,1.3
22,Masculino,119,Acción,Primavera,2,3181,Smart TV,Inglés,100,5980,3.22
53,Masculino,81,Acción,Verano,9,7902,Móvil,Inglés,60,8266,4.88
51,Femenino,159,Drama,Verano,7,9562,Smart TV,Español,63,5491,3.09
48,Femenino,92,Comedia,Verano,2,7627,Móvil,Inglés,41,8192,3.52
27,Masculino,87,Acción,Verano,1,4968,Móvil,Español,46,6588,3.78
36,Masculino,131,Drama,Primavera,1,1629,Smart TV,Español,132,8651,2.82
49,Masculino,165,Acción,Primavera,8,1181,Computadora,Español,72,4636,3.51
18,Femenino,131,Acción,Primavera,3,8094,Computadora,Español,136,2167,3.34
22,Masculino,107,Drama,Primavera,4,3631,Computadora,Español,76,2062,4.6
62,Masculino,136,Drama,Verano,1,9443,Computadora,Inglés,118,3156,1.18
21,Femenino,107,Acción,Primavera,8,816,Computadora,Español,41,8860,2.12
33,Femenino,136,Acción,Primavera,6,6329,Móvil,Español,70,6161,4.8
41,Femenino,163,Drama,Primavera,2,304,Computadora,Español,173,6305,4.56
33,Masculino,130,Acción,Primavera,5,6884,Móvil,Español,66,7541,2.82
19,Femenino,70,Acción,Primavera,6,4194,Smart TV,Español,37,5729,3.48
45,Femenino,163,Drama,Verano,11,5582,Computadora,Inglés,74,8330,2.11
49,Masculino,114,Acción,Primavera,5,5840,Computadora,Español,45,6334,1.75
44,Femenino,165,Acción,Primavera,9,9624,Computadora,Español,80,9924,2.85
37,Masculino,97,Comedia,Primavera,10,7319,Computadora,Español,78,5330,2.41
41,Masculino,90,Drama,Primavera,9,6254,Móvil,Español,59,9010,3.33
29,Femenino,179,Comedia,Primavera,5,4942,Móvil,Inglés,132,7801,1.31
52,Femenino,82,Comedia,Primavera,12,8203,Móvil,Español,32,5846,4.9
50,Femenino,96,Comedia,Verano,7,9529,Smart TV,Español,90,7731,4.94
50,Femenino,169,Acción,Primavera,7,2118,Móvil,Español,156,8241,3.79
60,Femenino,76,Acción,Primavera,4,5151,Computadora,Español,24,1953,3.14
54,Femenino,91,Comedia,Verano,3,8809,Smart TV,Inglés,55,3539,2.24
29,Masculino,143,Comedia,Verano,10,7935,Smart TV,Inglés,50,8056,4.26
20,Masculino,172,Comedia,Primavera,4,1538,Computadora,Inglés,160,2542,3.74
18,Femenino,122,Acción,Primavera,8,4186,Computadora,Español,108,6293,1.65
50,Masculino,148,Comedia,Verano,11,5227,Computadora,Inglés,151,2191,4.64
57,Femenino,148,Comedia,Primavera,9,2152,Computadora,Inglés,72,7313,4.29
27,Masculino,73,Drama,Primavera,5,7629,Móvil,Inglés,48,7938,4.8
60,Masculino,165,Drama,Primavera,2,7247,Smart TV,Inglés,73,3681,3.9
61,Masculino,92,Acción,Verano,2,4468,Computadora,Inglés,54,2540,3.45
46,Femenino,139,Drama,Primavera,0,4617,Móvil,Español,99,7172,2.67
30,Masculino,157,Drama,Primavera,4,2412,Computadora,Inglés,53,6541,4.73
29,Femenino,153,Drama,Verano,5,5677,Móvil,Inglés,133,2365,4.46
48,Masculino,170,Acción,Primavera,7,9073,Computadora,Inglés,124,9691,1.18
63,Masculino,153,Drama,Primavera,10,1344,Computadora,Español,147,9702,1.11
19,Masculino,145,Acción,Primavera,8,2516,Computadora,Español,75,8494,2.51
52,Masculino,102,Comedia,Verano,6,6590,Móvil,Inglés,104,5312,4.24
40,Masculino,97,Drama,Primavera,0,6268,Computadora,Español,106,2324,4.95
34,Femenino,77,Acción,Primavera,6,9267,Móvil,Español,79,4141,1.6
43,Femenino,70,Drama,Primavera,9,5939,Móvil,Inglés,64,8419,3.38
25,Masculino,106,Comedia,Primavera,8,8708,Smart TV,Español,100,4486,2.52
46,Masculino,132,Acción,Primavera,3,8506,Móvil,Inglés,100,2810,4.88
43,Masculino,91,Acción,Primavera,10,9427,Móvil,Inglés,41,7588,4.37
27,Masculino,139,Acción,Primavera,11,7197,Móvil,Inglés,116,3923,4.35
43,Femenino,90,Comedia,Verano,6,5109,Móvil,Español,78,6301,2.87
51,Masculino,165,Comedia,Primavera,8,1682,Móvil,Inglés,179,5186,2.66
58,Femenino,104,Comedia,Primavera,0,9024,Smart TV,Inglés,76,9905,2.09
24,Masculino,148,Acción,Primavera,11,7976,Computadora,Español,76,6977,1.23
21,Femenino,74,Comedia,Primavera,9,2527,Smart TV,Inglés,62,5268,4.46
62,Masculino,129,Drama,Primavera,8,5821,Smart TV,Español,139,5748,4.25
28,Masculino,115,Comedia,Verano,3,8523,Computadora,Español,50,5849,5.0
46,Femenino,119,Acción,Primavera,11,5030,Móvil,Inglés,66,4709,4.99
53,Masculino,117,Drama,Verano,7,4453,Computadora,Español,85,7619,3.22
42,Masculino,75,Comedia,Verano,2,7932,Móvil,Inglés,32,9647,4.08
38,Masculino,158,Drama,Primavera,1,5475,Computadora,Español,50,4072,4.78
53,Femenino,125,Drama,Verano,12,502,Smart TV,Español,71,7530,4.4
27,Masculino,179,Acción,Verano,11,6667,Móvil,Español,177,1504,1.99
54,Masculino,128,Drama,Primavera,7,4965,Smart TV,Español,42,2214,2.8
26,Femenino,173,Drama,Primavera,7,8246,Móvil,Inglés,111,2531,1.52
41,Femenino,98,Acción,Verano,2,164,Computadora,Inglés,89,8576,4.82
52,Femenino,140,Acción,Primavera,12,2337,Computadora,Español,148,1823,3.42
52,Masculino,173,Acción,Verano,7,7870,Computadora,Inglés,188,1928,1.91
53,Masculino,146,Drama,Primavera,10,9241,Computadora,Inglés,93,6029,3.69
35,Masculino,171,Drama,Primavera,10,272,Computadora,Inglés,181,1133,3.47
56,Femenino,87,Drama,Primavera,5,8035,Smart TV,Inglés,28,3105,2.43
49,Masculino,71,Acción,Verano,9,2775,Smart TV,Inglés,63,4627,1.45
41,Masculino,77,Comedia,Verano,8,9542,Móvil,Inglés,62,7316,3.69
40,Femenino,144,Drama,Verano,9,4105,Smart TV,Inglés,71,2852,3.08
49,Femenino,166,Comedia,Verano,12,6644,Móvil,Español,117,5910,4.09
54,Femenino,123,Acción,Verano,5,8929,Móvil,Inglés,49,5175,3.08
29,Femenino,107,Drama,Primavera,7,1048,Smart TV,Español,106,6348,4.41
30,Femenino,117,Comedia,Verano,1,1794,Smart TV,Español,68,7190,3.21
40,Masculino,96,Drama,Primavera,0,4857,Móvil,Español,76,2256,3.24
42,Femenino,89,Drama,Verano,9,6382,Smart TV,Inglés,38,4376,4.51
52,Masculino,81,Drama,Primavera,9,242,Smart TV,Inglés,37,6645,2.61
58,Masculino,112,Comedia,Verano,1,6101,Smart TV,Español,122,4486,1.54
47,Femenino,130,Acción,Verano,11,6752,Computadora,Español,117,4584,1.12
34,Femenino,100,Drama,Primavera,3,4681,Computadora,Inglés,106,9053,4.02
37,Femenino,160,Acción,Verano,9,5187,Móvil,Inglés,85,4330,3.48
42,Masculino,165,Acción,Primavera,8,1560,Smart TV,Inglés,71,3703,3.82
39,Femenino,130,Comedia,Verano,6,3987,Móvil,Español,91,9662,1.85
30,Femenino,143,Comedia,Primavera,8,8584,Smart TV,Español,99,9120,1.55
36,Femenino,136,Acción,Verano,8,9935,Computadora,Inglés,59,8114,1.06
53,Femenino,178,Drama,Primavera,8,937,Smart TV,Inglés,157,2353,2.4
29,Femenino,160,Comedia,Primavera,7,9329,Smart TV,Español,94,6063,3.36
58,Masculino,104,Drama,Primavera,5,5946,Smart TV,Inglés,46,9549,2.57
36,Masculino,164,Drama,Verano,10,8563,Computadora,Inglés,92,8575,2.75
29,Masculino,84,Drama,Primavera,9,2469,Computadora,Español,63,1667,4.62
26,Femenino,85,Acción,Primavera,6,9097,Computadora,Español,74,5468,2.39
24,Femenino,82,Drama,Primavera,1,3274,Móvil,Español,56,7819,3.06
45,Femenino,104,Acción,Primavera,10,6085,Smart TV,Español,74,4719,4.13
31,Masculino,144,Acción,Primavera,0,982,Computadora,Inglés,59,3745,2.59
48,Femenino,128,Drama,Primavera,12,9123,Móvil,Español,132,8483,3.49
36,Femenino,90,Drama,Primavera,4,3271,Computadora,Inglés,93,1539,4.45
64,Femenino,123,Drama,Primavera,7,2140,Smart TV,Inglés,104,5964,4.8
33,Masculino,144,Drama,Primavera,2,6832,Móvil,Inglés,45,5835,1.59
22,Femenino,99,Acción,Primavera,6,9886,Computadora,Español,72,4775,4.71
52,Masculino,117,Drama,Verano,4,6472,Computadora,Español,93,7042,2.97
29,Femenino,104,Drama,Verano,11,9918,Móvil,Inglés,113,8102,2.03
42,Masculino,155,Acción,Primavera,9,6085,Móvil,Inglés,170,8312,2.84
38,Masculino,107,Comedia,Primavera,12,7662,Móvil,Español,105,6320,4.92
53,Masculino,100,Comedia,Primavera,7,6000,Móvil,Inglés,35,7132,2.97
40,Femenino,147,Acción,Verano,5,8065,Móvil,Inglés,156,8891,2.32
33,Femenino,93,Comedia,Verano,5,5416,Computadora,Inglés,73,3779,3.53
56,Masculino,118,Acción,Verano,6,8565,Móvil,Inglés,111,1924,1.96
62,Masculino,165,Drama,Verano,6,689,Móvil,Inglés,103,2581,1.3
59,Femenino,169,Drama,Primavera,3,8874,Smart TV,Inglés,93,8714,1.52
56,Femenino,101,Comedia,Primavera,9,5163,Computadora,Inglés,67,4324,1.51
31,Masculino,124,Drama,Primavera,11,3733,Smart TV,Inglés,51,6713,1.61
48,Femenino,148,Comedia,Primavera,9,2090,Computadora,Español,86,8026,1.56
22,Femenino,176,Comedia,Verano,9,6615,Computadora,Español,173,1255,3.56
52,Femenino,127,Drama,Primavera,12,1358,Computadora,Inglés,41,5804,1.73
40,Femenino,168,Drama,Verano,7,2966,Móvil,Inglés,70,2838,2.38
46,Masculino,72,Comedia,Primavera,5,3838,Smart TV,Español,28,1009,4.59
60,Femenino,149,Drama,Primavera,10,671,Computadora,Español,92,3871,2.9
28,Femenino,138,Acción,Primavera,12,8836,Computadora,Español,151,9989,3.67
35,Masculino,154,Drama,Verano,7,4322,Computadora,Inglés,67,8409,1.69
64,Masculino,79,Drama,Primavera,6,737,Smart TV,Español,32,8418,1.77
29,Femenino,152,Acción,Verano,0,8332,Computadora,Español,156,6124,1.16
26,Femenino,94,Drama,Verano,3,4982,Smart TV,Inglés,94,2015,1.68
27,Femenino,137,Drama,Verano,6,4492,Smart TV,Español,44,3193,2.11
61,Femenino,130,Comedia,Primavera,8,9912,Móvil,Inglés,117,9415,1.71
34,Masculino,98,Drama,Primavera,1,3772,Computadora,Español,80,8449,1.35
55,Masculino,88,Drama,Primavera,4,9591,Computadora,Español,80,5158,1.48
24,Masculino,112,Acción,Primavera,8,7357,Smart TV,Español,77,4925,2.84
63,Femenino,135,Comedia,Primavera,8,4811,Smart TV,Español,147,7970,1.83
30,Femenino,143,Comedia,Primavera,5,5743,Móvil,Español,47,7938,2.46
57,Femenino,130,Comedia,Primavera,6,259,Computadora,Inglés,63,5784,3.01
59,Femenino,112,Drama,Primavera,8,6038,Smart TV,Inglés,69,5000,3.76
26,Masculino,94,Comedia,Verano,9,680,Computadora,Español,62,2633,1.16
44,Masculino,89,Acción,Verano,7,8511,Computadora,Inglés,92,8266,4.2
19,Femenino,117,Comedia,Verano,9,7686,Computadora,Español,87,9702,3.51
22,Masculino,152,Acción,Primavera,5,4574,Smart TV,Español,51,1384,1.33
46,Femenino,156,Comedia,Verano,5,7173,Computadora,Español,97,1404,4.49
54,Femenino,93,Comedia,Verano,6,9762,Smart TV,Español,58,9175,4.68
55,Masculino,80,Acción,Primavera,6,5159,Móvil,Español,85,3000,1.24
36,Femenino,179,Comedia,Primavera,1,4428,Móvil,Inglés,139,6989,2.11
25,Femenino,167,Comedia,Verano,8,1494,Smart TV,Inglés,135,2460,4.22
62,Masculino,124,Comedia,Verano,3,1021,Computadora,Inglés,107,8190,3.99
18,Femenino,97,Drama,Verano,12,2873,Móvil,Inglés,88,8140,1.74
39,Femenino,138,Acción,Primavera,12,4562,Móvil,Español,111,4636,1.84
34,Masculino,132,Comedia,Primavera,9,4676,Smart TV,Inglés,64,5809,2.48
24,Femenino,128,Acción,Primavera,8,3534,Smart TV,Español,127,5178,2.94
42,Masculino,74,Acción,Primavera,11,6833,Smart TV,Español,65,8245,3.47
62,Femenino,120,Acción,Verano,10,9410,Smart TV,Inglés,107,7600,2.48
21,Masculino,90,Comedia,Primavera,9,1965,Smart TV,Inglés,98,6997,2.85
53,Masculino,81,Comedia,Primavera,2,824,Smart TV,Español,76,3048,3.99
23,Masculino,119,Acción,Primavera,4,811,Smart TV,Español,114,5780,1.15
48,Femenino,73,Drama,Primavera,4,7810,Computadora,Español,77,1716,2.01
36,Masculino,111,Acción,Verano,6,5180,Computadora,Inglés,46,8939,3.85
61,Masculino,153,Drama,Verano,11,490,Computadora,Español,106,6565,4.58
56,Masculino,107,Acción,Primavera,3,9362,Computadora,Español,81,5544,3.05
